id,premise,hypothesis,lang_abv,language,label
a7b0b9498c,"It's just the beginning!""",A wonderful journey is about to begin!,en,English,1
1ec4761d9d,"Уверяю вас, сэр, я полностью осознавал все.",Многие детали были скрыты от меня.,ru,Russian,2
17c1f14619,"The UK's best-selling tabloid, the Sun, announced as of its first worldwide exclusive on Friday that Texan model Jerry Hall has filed for divorce from aging rock star Mick Jagger in London's High Court.",The sun makes millions every year from fake news.,en,English,1
f5f4dc48c1,Savonarola burned in Florence,Florence became Savonarola's new home.,en,English,2
6a98a077a5,"It will be COURT! """,It will be gigantic.,en,English,0
00c0cdf348,Người lạnh lùng và xa cách nhất từng phát triển tiếng nói của Hoàng tử chiến tranh.,Giọng Chúa xa xăm và lạnh lùng,vi,Vietnamese,0
8b8a91643a,27 La dificultad aumenta a medida que es necesario modificar la caldera para adaptar el SCR a la instalación.,27 Las dificultades dependen de la enmienda.,es,Spanish,0
655cc51991,He says men are here.,He said that the men were not here.,en,English,2
a2a8b36437,"Ως αποτέλεσμα, οι κυβερνητικοί φορείς λήψης αποφάσεων και οι διαχειριστές υιοθετούν νέους τρόπους σκέψης, εξετάζουν διαφορετικούς τρόπους επίτευξης στόχων και χρησιμοποιούν νέες πληροφορίες για την καθοδήγηση των αποφάσεων.",Οι κυβερνητικοί αξιωματούχοι αρνούνται να αλλάξουν τον τρόπο ζωής τους.,el,Greek,2
ca2570d90c,Boti kama hizo ziliandaliwa kushughulikia ujio wa meli zinazoingia.,Meli hizo ziliandaliwa kuwezesha utaftaji wa meli zifuatazo.,sw,Swahili,0
89fdd6de05,aga aaaaaaaaaaaaaaaaaaaa bird birds zoos and other,"Yes, petting and other things.",en,English,0
fc9b9e81ec,"Sijawahi kuelewa ni kwa nini maandishi ya kimataifa hayatumiwi katika kamusi ya Kiingereza ya aina, lakini ni zaidi ya upeo wa maneno yetu katika hakiki hii.",Maoni haya ni madogo na kwa hivyo hayajadili kwa nini Waandishi wa Kimataifa wa Waandishi hawatumiwi katika kamusi za Kiingereza.,sw,Swahili,0
aa6feee06e,争端，管理现在都指向做的这些食物券，当然也可以转向基本福利 —— TANF。,政府还没有提到任何有关食品券或是福利的事。,zh,Chinese,2
14fa262750,The almost downtown neighborhood of Massabielle (faubourg de Massabielle) is sometimes described as the most picturesque in the city.,The Massabielle district is considered the most photogenic.,en,English,0
7e89da4ba3,4) Not enough is known about how non-transportation costs vary by distance.,One of the ways in which long-distance transportation costs are affected is that we do not have enough information about them.,en,English,0
6bb2d551f1,I'm surprised we have so much in politics here,I am surprised that not many of them are in politics down here.,en,English,2
8540c11e37,Die soziale Sicherheit enthält keine speziell oder speziell für Bundesangestellte festgelegten Programme wie Renten und andere Altersversorgungssysteme.,Die soziale Sicherheit beinhaltet nicht nur einen Plan für Bundesangestellte.,de,German,0
1589ccaac1,The draft treaty was Tommy's bait.,The contract bait was not for Tommy.,en,English,2
8289cdfc7d,"Thus, the number of manufacturers may actually grow faster than anticipated.",The number of boilers will decrease drastically as expected.,en,English,2
b277ab420e,Je regarde une fille dans une parka en cuir blanc avec des bottes,La fille porte tout en rouge.,fr,French,2
792afbd06a,عمارت کی سب سے مشہور خصوصیات غار کے ہتھیاروں سے وابستہ ہے۔,बिल्डिंग में काफी बड़ा वैठेरवाने है.,ur,Urdu,1
43b978ef75,Diğerleri tüketiciyi memnun etmez.,Diğerleri yeterlidir.,tr,Turkish,2
80001fec89,"As long as Assad lives, he can manage these problems and maintain an agreement with Israel.",As long as Assad is dead he will be able to take care of matters.,en,English,0
d999bfa2a1,The four Javis children? Severn asked.,Severn knows everything about Jarvis children.,en,English,1
d4dd5ba80d,My brain refuses to order properly.,My brain wasn't commanding properly.,en,English,0
ad4b9214af,"""So your daughter writes that your little farewell activity didn't go so well, did she?"" he chuckled.",Your farewell activity did not go well.,en,English,0
126018a551,"उसने आश्चर्य से देखा, फिर उसके साथ सोच को देखा और धोखा खाकर बैठ गया।",वह उसकी उम्मीदों के साथ बहादुर था।,hi,Hindi,1
097b4dfe2a,You have to go through this).,You need to pass through on foot.,en,English,0
b0c2761b43,"No, I exclaimed, surprised.","""No!"" I screamed in shock.",en,English,0
61f15fd66d,"Mnamo Mei 1, tunapaswa kumaliza uteuzi mpya wa wanachama kwa wachangiaji mnamo 1991.",Kuna fursa kwa washiriki 1500 kufanya upya.,sw,Swahili,1
12840a5edd,电视晚餐带来了糟糕的污点。,电视上的人只吃早餐和午餐 。,zh,Chinese,2
714a367262,"Die Unfähigkeit zu kommunizieren war ein wichtiges Element in den Absturzstellen World Trade Center, Pentagon und Somerset, Pennsylvania, wo mehrere Behörden und mehrere Gerichtsbarkeiten reagierten.",Für die Menschen im World Trade Center war es schwierig zu kommunizieren.,de,German,0
37c01740c6,"Bauerstein was at Styles on that fateful night and added, ""He said twice, 'This changes everything.' And I thought.",Style is responsible for what happens.,en,English,1
3d3149ec45,"For a long time - or far away, or whatever - there was a world called Thar ?? and another called Erath.",Erath is the only world that has ever existed.,en,English,2
6c12f1e611,"Then, all the time, it was in the spill vase in Mrs. Inglethorp bedroom, under our very noses? I cried.","So it was hidden in another country, was it impossible for us to find it?",en,English,2
9832b523a0,"Because I have to do this all the time, so I only pay others to do it, and they do it, they do the cutting, fertilize them, um, um, I think I will do some beautification this year.",I have never developed a love for gardening.,en,English,1
71bcd59dd6,- She gets a little obsessed with her sauce.,The sauce is so complex that she's obsessed with perfecting every ingredient.,en,English,1
aab0894630,"But children today not only Not only a little happiness, but also the best symbol of success and worldly status","While children today are symbols of success and dignity, and so are their parents.",en,English,1
bda3f7467b,"Lorsqu'elle est correctement mise en œuvre, cette approche fournit une assurance raisonnable qu'un voyage a lieu.",L'approche vous montre le voyage qui a eu lieu.,fr,French,0
7ca8ba219d,The civil war in China sent painful echoes to Hong Kong.,Japan fought a civil war.,en,English,2
e5c40e04ec,لكنها يمكن أن تكون الآن دماء العقل.,سرعان ما توصلت دولة واحدة إلى استنتاج بشأن موقفها.,ar,Arabic,0
c69352547f,Eine Postleitzahl kann auf mehreren Routen verwendet werden.,Jede Postleitzahl wird nur auf einer Route bedient.,de,German,2
cc18ec8d15,حسنًا ، أنا في تكساس ولدينا مدرس مات بسبب الإيدز,لم يسبق لي أن ذهبت إلى تكساس.,ar,Arabic,2
05ab8a9326,لم تصل روح الليبرالية السائدة في أوروبا إلى إسبانيا إلا بعد فوات الأوان.,لم تكن إسبانيا أبدًا بهذا الليبرالية.,ar,Arabic,2
24444bd5df,"Тази реакция е за ваша сметка и е вълнуваща реакция, и при наличието на излишък от тример, в сравнение с равновесното съотношение хексамер към тример, тя ще се стича бурно до равновесие чрез синтезиране на хексамер.","Ако тази реакция е непокътната, тя в крайна сметка достига до равновесие.",bg,Bulgarian,0
e390988e6f,"The seven grants flow from a new program to build nonprofit capacity in the foundation, and it is part of a trend among philanthropists to provide funds to help organizations grow stronger, rather than the program services they provide.","The grant comes from a nonprofit capacity building program at the foundation, which exemplifies the trend of philanthropists giving money to develop and then take over organizations.",en,English,1
9e42108ae0,"Or, eligibility may be restricted to those who are already pregnant, or at least sexually active; Those over 13 or under 21 years of age; Or some combination thereof.",The age of consent is also 21 years.,en,English,1
26ef4fcb0c,"Les subtilités de la soumission en français ne le dérangent pas du tout, pour la simple et bonne raison qu'il n'a pas essayé de l'utiliser.",Il n'essaye pas parce qu'il n'a aucune motivation.,fr,French,1
7fa1543ed0,La Maison Blanche changera-t-elle d'avis?,La Maison Blanche changera-t-elle d'avis?,fr,French,0
2b2010a718,"Με την ευκολότερη αφομοίωση για την κοινότητα Anglo, μόνο τα προτεσταντικά σχολεία δέχτηκαν τα παιδιά τους. Οι Εβραίοι της Ανατολικής Ευρώπης έχουν αποφοιτήσει από το πλούσιο Westmount ή έχουν μετακομίσει στο Τορόντο.",Οι Εβραίοι ενσωματώθηκαν πιο εύκολα στην αγγλική κοινότητα.,el,Greek,0
4acead92d8,"In this respect, bringing Steve Jobs back to save Apple is like bringing Gene.",Steve Jobs came back to Apple.,en,English,0
12127455a8,"И насколько они лучше? «Вы боитесь странного барбадосского планировщика? Что тебя беспокоит, Питер? Я никогда не видел тебя напуганным. Позади них выстрелила пуля.","Я никогда не видел, чтобы Питер ничего не боялся.",ru,Russian,0
89467c0148,إن الكلمة المرضية المنفردة والكلمة العادية ، وليست الكلمة القانونية ، هي التي تسبب المشاكل ويجب تجنبها.,الرضا عن النفس ليس مشكلة.,ar,Arabic,2
7b6768c074,Or they had someone at home who was sick they had to look after I mean you can't do that to everyone,They had nothing to do.,en,English,2
de5351757f,ตรงข้าม Cite de la Musique คือ Musee de la Musique และห้องแสดงคอนเสิร์ต Zenith,ซีนอนเป็นคอนเสิร์ตฮอลล์ที่สำคัญ,th,Thai,0
11788e6295,"from generation to generation (Michiko Kakutani, New York Times). A few, like Pearl K. Bell in the Wall Street Journal, find a sweet and docile obedience in the novel and say that the parts are dangerous at the fringes of affection.",He complained that the novel lacked any emotion.,en,English,2
5aabaf3da7,Надявам се скоро да има нови новини.,Никога повече не говори с мен!,bg,Bulgarian,2
75cbac107c,"Hey, no problem, great policy.","No worries, good policy.",en,English,0
bbd3930178,"Dies ist Fannie Flono, sie ist in Ag Augusta, GA, aufgewachsen und wird über einige Erinnerungen aus ihrer Kindheit sprechen.",Fannie Flono kann heute trotz ihres vollen Terminkalenders mit uns sprechen.,de,German,1
5b09f9eabb,"The metro (subway) is the fastest way to get around the city, but buses, both in the capital and in other major cities, are best for taking the sights.",Taking a subway is a great way to experience the great city life.,en,English,2
97ca4170dd,"Моят герой е Ричард Хазелщайн, президент на тръстовия инвестиционен тръст, който подаде оставка по-рано този месец, несъгласен с бизнес плана, определен от неговите началници.",Хазелтейн напусна работата си.,bg,Bulgarian,0
c5c2c039e5,"They were so sure of themselves that they took it for granted that he made a mistake. """,They simply assumed he made a mistake.,en,English,0
b02c0e148c,यह संगीत डीलरों के लिए एक रहस्य नहीं है।,म्यूजिक डीलर इस बारे में पूरी तरह से अंधेरे में हैं।,hi,Hindi,2
604b64ca7f,i'm on i'm in the Plano school system and living in Richardson and there is a real dichotomy in terms of educational and economic background of the kids that are going to be attending this school,There are huge numbers of poor students and very few rich ones.,en,English,1
e66e2e370a,El artículo de Stevenson muestra una falta básica de comprensión de lo que implica nuestra campaña.,"Aunque Stevenson ha viajado con nosotros en la campaña, su artículo deja en claro que no prestó atención a la campaña, ni siquiera en el nivel más básico.",es,Spanish,1
716eeeea2a,"Ok i think we just hang up, i don't think we have to do anything else","That's all, we're just hanging up, right?",en,English,0
5de2aa81ed,"They took advantage of natural resources, using salt to treat fish they exported to their homeland.",They used salt to cure the fish and sent it back home.,en,English,0
6e108e3994,"Ich und ich lieben einige ihrer Songs, aber da ich in der Regel zustimme, würde ich auch keinen Rap wählen","Ich bin kein Rap-Fan, aber ich mag einige der Songs.",de,German,0
f0e86993ca,"News berates computer users for choosing obvious, easy-to-crack passwords and berates system administrators for ignoring basic security precautions.",The media does not blame users or system administrators for security breaches.,en,English,2
aae865505c,Newsweek บอกว่านักท่องเทียวและคนดังแห่กันไปปาตาโกเนีย ซึ่งครั้งหนึ่งเคยเป็นที่หลบภัยสำหรับนาซีที่หลบหนี,โรงแรมใหม่ถูกสร้างขึ้นใน Patagonia เพื่อรองรับนักท่องเที่ยว,th,Thai,1
b3c705a914,"Luckily for them, he proves them correctly.",He is showing that they were correct.,en,English,0
99b71d209e,Too bad he chose to use McIntyre instead.,MacIntyre was chosen to be used as a closing jug.,en,English,1
dd63e67222,哦我明白这里的气氛了,我不喜欢这种风格,zh,Chinese,0
fc0a6ac2f5,"Sein offizieller Name war Flavian Amphitheatre, nach dem Familiennamen seines Schöpfers Vespasian.","Niemand weiß, wie das Pozzuoli Amphitheater zu seinem Namen kam.",de,German,2
6211b5072d,Alisaidia sana katika mapinduzi ya Cuba na Kaiser alichukua picha na kwenda kwa Andrews Air Force huko Washington.,Ni mtu mmoja tu ndiye aliyeuawa katika ajali ya mgogoro wa Cuba,sw,Swahili,1
8bbc9fd459,"and the other is the price, which is almost excessive to bring it to a dealer",It's cheap to bring it to a dealer.,en,English,2
3c2e8a360d,ALL HEART POLITICS - policies that provide insurance over the entire life of the insurer and income (face amount) are paid only on the death of the insurer.,A whole life policy is the best option for those who expect to live until age 90,en,English,1
b1ad9fb1ef,"2466, discusses the four groups, which include certifying a minimum number of microwave connections to be in operation and operating and maintaining a computer-readable database.",2466 discusses four collections.,en,English,0
7cc9bb38f9,"Haven Woman, which provides shelter and outreach to victims of domestic violence, already has a full-time attorney.",Women’s safe havens already have full-time lawyers.,en,English,0
a8bcd9ccf7,uh high humidity,Air with an increase in water content.,en,English,0
6c2527b960,"Trong trường hợp của US 11, liên lạc bình thường cuối cùng từ máy bay là 8:13 sáng.",Không có thông tin liên lạc cho US 11.,vi,Vietnamese,2
80f6ac92a4,"We need to look at the impact of these different roles in different disciplines such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.",We can completely ignore the impact of roles on mobility.,en,English,2
eb04f1a8f0,"yes, yes, yes, because that's the way they look, but boy there's a lot going on there",There is another layer on the surface.,en,English,0
e7ad6c38fc,"In this case, the cost of the service will be considered along with the cost of the better service sender.","In this case, the cost of doing the job will not be taken into account.",en,English,2
ca2f6459bd,Is there adequate information to judge generalization?,Output information is a highly integrated method.,en,English,1
212fc2ad66,The political cleansing that did not take place in the impeachment process leaves Clinton with a heavy and serious burden.,Clinton's husband is also involved in the impeachment process.,en,English,1
df8998b7a7,嗯，我的祖父母总是非常非常的有爱心，而我的父母也是，我们在下边享受美好时光。,我的祖父母是一对非常恩爱的夫妻。,zh,Chinese,0
d5249d1219,"I can't remember being here just eight years, but I can remember coming to work since I lived in Wylie and could see downtown Dallas",I have only been here two years.,en,English,2
a38659ed31,"In the 1980s and 1990s, the US was able to invest more by attracting financing from overseas.",America can save more than it invested in the 1980s and 90s.,en,English,2
ceedd25541,"Nếu bất cứ ai có phiên bản năm 1984, có lẽ họ sẽ tức giận về việc phải mua cuốn sách này thay vì một phiên bản nhỏ hơn (và ít tốn kém hơn).",Chi phí thêm rẻ hơn sách.,vi,Vietnamese,0
73fff19324,Les dije que venía mi hermana.,Culpé a mi hermana.,es,Spanish,0
8f448b8aa5,Hoy ingresó a los Estados Unidos el 9 de septiembre de 1991 con una visa de turista B-2 en la ciudad de Nueva York.,Ajaj tenía una visa de turista cuando fue a Estados Unidos.,es,Spanish,0
a49ecd3734,"Reputation is a crucial factor, and Jim Lehrer does possess it.",Everyone would believe what Jim Lehrer said.,en,English,1
952a08b1f3,There must be someone here who knew more about what was going on in this world than he did now.,He knew he was the only one who had any idea what was going on.,en,English,2
8a4a9c16be,"В 2003 году эти коды были удалены; Теперь всем вопросам, связанным с международным терроризмом, присвоен код - 315.","Все вопросы, связанные с терроризмом, имеют высший приоритет.",ru,Russian,1
73dce915f0,L'avis doit être envoyé à l'avocat dissident et au tribunal ou à l'organisme administratif.,L'avocat adverse et la cour s'attendent à recevoir des avis légaux.,fr,French,1
e1e92f6499,"Ο Πρόεδρος Κένεντι είπε στον πιλότο: Κύριοι, τραβήξτε καλές φωτογραφίες.",Ο Κένεντι δεν τους γνώριζε.,el,Greek,2
4c7b129507,ہمارے پاس ایکڑ کے بارے میں کیا ہے ، ہاں یہ عجیب ہے کیونکہ ہمارے پاس ہے,یہ کوئی مذاق نہیں ہے ، ہمارے پاس صرف ایک مربع فٹ اراضی ہے۔,ur,Urdu,2
ef98cc7a44,"Its scorecard included measures of accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.",Accuracy and speed are the first measurements listed on the scorecard.,en,English,1
247c31cc1f,"Επομένως, ξέρω ότι πηγαίνετε στο βαθμό της φροντίδας και της φροντίδας των άλλων.",Ξέρω ότι δεν ενδιαφέρεστε καθόλου για τους ανθρώπους.,el,Greek,2
2fa7d36591,"Το First Wives Club είναι αστείο, με τρεις εγκαταλελειμμένες συζύγους να λαμβάνουν περισσότερα βραβεία κατά το πρώτο Σαββατοκύριακο άλλων ταινιών στην ιστορία.",Ηθοποιοί και ηθοποιοί συνέβαλαν περισσότερο από ένα ρεκόρ για το δίσκο First Seniors Club για τις πωλήσεις ταινιών.,el,Greek,1
ee747eb8ca,"في الواقع ، فإن كلمة الكوارك في قاموس أكسفورد هي فعل يعني ""التشاؤم"" ، مع إشارات القرن التاسع عشر إلى الضفادع والغربان وملك حزين.",معظم الناس لا يعرفون أصل كلمة كوارك وهي تشير إلى الضوضاء الصادرة عن الضفادع.,ar,Arabic,1
dd883e1f46,"To the left of the entrance ramp is the open space once occupied by the Temple of Athena, the ruins of the Pergamene library.",No visible residue remains from the ramp.,en,English,2
ab87e8abac,"ähm, wie geht die Zeitung Colorado Springs mit lokalen Interessen um?","Denken Sie, dass lokale Zeitungen nicht daran interessiert sind, was die Bürger sagen?",de,German,1
640c0172a6,"If you like to learn Israeli folk dance, B Mongi Ha'etim Cellar on Heftman Street will teach you.",Bicurei Ha'etim Cellar is the only place to learn Israeli folk dances.,en,English,1
c4e8713899,"Ή Sherlock Holmes? """,Was it Sherlock Holmes?,en,English,0
c776773683,"Мы привыкли слышать о том, что американские компании жалуются на иностранную конкуренцию, что обвинения, выдвинутые Kodak с момента их поражения, - это просто очередное нытье.",Американские компании реагируют на зарубежную конкуренцию.,ru,Russian,0
a14e13370f,"Although the two cities were not separated by rail, this was about to change quickly.",The two towns did not have a railroad between them.,en,English,0
39d065817a,The tourist information office can be very helpful.,Tourist information offices are never helpful.,en,English,2
101dc2c1bb,"Detailed implementation plans will also be necessary to address business processes, processes, and resource issues.","Comprehensive implementation plans are essential to address business system, processes and resources",en,English,0
b645ab43a4,迪拜是一个可以轻松到达主要机场，旅行社，酒店和西方商业机构的现代化城市，是一个理想的中转站。,迪拜是中转站的首选。,zh,Chinese,1
7df831c8e2,Θα επιτύχουμε τους στόχους μας.,Θα φτάσουμε πολύ κοντά στον στόχο.,el,Greek,2
0c338feb50,"First, the cannabinoids injected may not reflect the effects of the smoked cannabis.",Smoking marijuana people get more than injections of cannabinoids.,en,English,1
617f1dc5f2,"The data would be presented as required supplemental management information accompanying the consolidated financial statements of the Federal Government, but not in individual reports of its component units.",The data will be included in individual reports related to the components of the federal government.,en,English,2
8adeb402ee,Boca da Corrida Encumeada (moderate; 5 hours): views of Curral das Freiras and the valley of Ribeiro do Poco.,"""Views of the Curral da Freiras and the Ribeiro do Poco Valley"" is chapter 5.",en,English,1
162467ddeb,"Chắc chắn, FDNY không chịu trách nhiệm quản lý phản ứng của Thành phố đối với các trường hợp khẩn cấp, như Thị trưởng đã tuyên bố.",Quản lý phản hồi của thành phố đã được xử lý bởi các tổ chức phi FDNY.,vi,Vietnamese,0
6595e3320d,"Παρά τον εντυπωσιακό αριθμό, οι υποτροφίες είναι συχνά σημαντικές για την πρόσληψη κορυφαίων φοιτητών με οικονομικές ανάγκες.",Δεν προσφέρουμε υποτροφίες ή οικονομική βοήθεια σε φοιτητές.,el,Greek,2
a7a2a9fc5e,"Interest rate - The price per unit of money charged, or the price charged per second unit of time, usually expressed as one percent.",Interest rates can range from zero to fifteen percent.,en,English,1
e7bc15b1b9,"It's weird getting this jack that's right, oh that's a funny story",I will enjoy telling that story.,en,English,1
f50208a07e,"Mr. Erlenborn attended bachelor's degrees at the University of Notre Dame, Indiana University, University of Illinois and Loyala University of Chicago.",Mr. Erlenbourne attended classes at at least four different universities.,en,English,0
00ddb7aea4,"So unlike people who are lucky enough to hire a lawyer and can go to another lawyer, our clients get lost in the legal system if they can't access it from us.",Our clients can pay attorneys and bounce between attorneys.,en,English,2
b0ee325483,Finally the woman opened her eyes weak.,He opened his eyes.,en,English,0
b332076fc2,当然，假定法律中存有量子不确定性是相当激进的想法，但这似乎不是不可能。,一些认为法律中存在量子不确定性的人可能是激进分子。,zh,Chinese,1
a5484dd197,The softest is the Tomb / Great Pillar on the roof of Absalom (son of King David).,The tomb / pillar of Absalom has a large cone-shaped roof.,en,English,0
d68455eccf,اس ہفتہ کی پیش کش کین اسٹار کا پریرتا کی محبت کے عظیم اسٹار کے بارے میں ہے ، جو صدارتی لیموزین ، اوول آفس ، اور یہاں تک کہ لائنر کے بیڈروم میں بھی رومانوی گنتی کریں گے!,سوال کرنے والا پہلے ہی وائٹ ہاؤس کے بارے میں جانتا ہے,ur,Urdu,0
34cd54592e,เมื่อทรายก่อตัวขึ้นทรายก็เดินอย่างเท่าเทียมกัน จากนั้นขยายไปที่ขอบโต๊ะ,ทรายพบรถปราบดิน,th,Thai,1
0393073e4a,"Unless the mention of the Ritz is an accidental remark? """,Is the mention of the Ritz hotel accidental?,en,English,0
09b8ecb23f,These are the four sentences you always put in plagiarized papers to throw the professor off track.,These four sentences force teachers to skim the paragraph and inadvertently skip the plagiarized information.,en,English,1
a9ee3935c9,"Χτίστηκε μεταξύ 688 και 691 μ.Χ. και είναι διακοσμημένο με χιλιάδες εκλεκτά περσικά πλακάκια, τα περισσότερα από τα οποία είναι μπλε και κίτρινα, και η πόρτα είναι χαραγμένη με κορανικές επιγραφές.",Οι τοίχοι περιέχουν 100.000 πλακάκια.,el,Greek,1
0477c22e6d,The man claims he was robbed on the way and disappeared without money or a ticket for his flight to an airport somewhere in Europe or the Middle East.,He claimed he was robbed on the way and had no money or plane tickets,en,English,0
3074381515,"It was planned in the 1820s as a symbol of Scottish national pride and was designed as a small penthouse, in respect of the neoclassical style that was popular at the time.",It was designed to be a smaller version of the Parthenon.,en,English,0
fc11d4b8cb,"Ogle, είπε με μια φωνή τόσο κρύα και απότομη από χάλυβα, ο σταθμός σας είναι στο κατάστρωμα.",Ο Ogle είναι πάντα στο πυροβόλο όπλο.,el,Greek,1
489847e94d,"Although demand data provides the most accurate information about healthcare use, it is important to ensure adequate follow-up to obtain information from the patient's own report, as many people do not report alcohol-related incidents to insurance companies.",Alcohol-related events that contribute to illness are often not reported by patients to their insurance companies.,en,English,0
a235cb04e1,Could you talk about this in terms of the social consequences of chewing gum in a public place?,I understand you have no opinion of chewing gum in public.,en,English,2
772391afdf,The H-2A worker must leave the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,en,English,1
e90c9dda0f,The researchers found expected stresses such as loss of check-ups in letters and illnesses of loved ones.,"The stress affected people, as researchers expected.",en,English,0
9f89cd56c7,"Relajo може да опише и хумористична връзка, мистериозно завъртане напред-назад, което със смях облекчава напрежението и заличава причината за моментното напрежение.",Relajo се шегува за икономиката.,bg,Bulgarian,1
8c3a69f486,You must walk through it).,You can live anywhere.,en,English,2
836766ea05,The 28 states that represent the kings of Judah and Israel were rebuilt according to the drawings by Viollet-le-Duc; The original ones were torn down during the revolution because they were considered kings of France.,The person who demolished the statue was executed.,en,English,1
ee546513c1,धिक्कार है! शायद आप अपने आप को समझा सकते हैं? वोवरस्टोन कहां था?,मैं चाहता हूं कि आप खुद ही समझाएं! मुझे पता है आप जानते हैं कि वोल्वरस्टोन कहां है।,hi,Hindi,1
ba01e23d88,"Kwa kuwa mimi ni Scotsman mwenye kiburi, ninahisi kuwa sababu kuu ya kukosekana kwa tamaa ya lugha ilianzishwa kwa njia hii iko katika nchi zao.",Lugha ya kikanda inawezekana kutokana na ukosefu wa hamu ya lugha.,sw,Swahili,0
648feccb3d,Kadaan closed the door behind them and left.,Kaidan closed the door as soon as he entered and closed it with a rope.,en,English,0
b23bdc1a30,Small towns like Louisiana lay scattered all over the Oil Fields; the main train line branched between them.,A main train line went between all the small towns.,en,English,0
bf6fb470ee,"Лингвисты, которые пишут книги, всегда, кажется, навязывают свою точку зрения, иногда, мягко говоря, неопределенно.","Большинство лингвистов пишут книги, чтобы продвигать мнение других.",ru,Russian,2
b5ca4c01f3,i think that people who are Um people have a low income that you can directly with lower education,I think higher income equals lower education.,en,English,2
44bad2a664,Be of good cheer,Be happy as beer time is near.,en,English,1
5594f92e61,"In reviewing this history, it is important to make some important differences.",There is no point in analyzing the past.,en,English,2
